FILMID	TITLE	YEAR	DIRECTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
JNm30	T:This Island Earth	1955	D:J.Newman	2005-07-07 15:48:34.165	2005-07-07 16:50:59.026
MAl2	T:Fanny	1932	D:M.Allegret	2005-07-07 16:33:27.844	2005-07-07 17:37:41.151
NML21	T:The Kid from Brooklyn	1946	D:McLeod	2005-07-08 09:25:53.87	2005-07-08 10:50:56.491
NML22	T:The Secret Life of Walter Mitty	1947	D:McLeod	2005-07-07 18:59:48.616	2005-07-07 19:50:35.86
NML23	T:The Paleface	1947	D:McLeod	2005-07-08 06:24:21.917	2005-07-08 06:31:36.796
NML31	T:Casanova's Big Night	1954	D:McLeod	2005-07-08 11:35:42.116	2005-07-08 11:54:37.449
WCM32	T:Invaders From Mars	1954	D:Menzies	2005-07-08 14:08:36.236	2005-07-08 14:41:18.976
xFl10	T:Luise, K\"onigin von Preussen	1931	D:Frohlich	2005-07-08 13:58:18.454	2005-07-08 15:02:03.97
AL22	T:The Snake Pit	1948	D:Litvak	2005-07-08 09:50:25.204	2005-07-08 11:12:23.891
AL26	T:Anastasia	1956	D:Litvak	2005-07-08 13:30:16.194	2005-07-08 13:55:01.631
AL27	T:The Journey	1959	D:Litvak	2005-07-08 12:49:33.635	2005-07-08 13:04:29.952
AlH24	T:Here Comes Mr.~Jordan	1941	D:A.Hall	2005-07-07 16:05:59.952	2005-07-07 16:43:00.128
AlH38	T:Let's do it Again	1953	D:A.Hall	2005-07-07 22:32:32.004	2005-07-07 22:49:45.547
EBz75	T:Aint Misbehavin'	1955	D:Buzzell	2005-07-08 06:02:47.997	2005-07-08 07:25:42.655
EBz80	T:Mary Had a Little	1961	D:Buzzell	2005-07-08 07:59:56.993	2005-07-08 08:01:15.416
ElN20	T:Just for You	1952	D:Nugent	2005-07-08 00:53:42.812	2005-07-08 01:43:51.019
ELM2	T:The Death Kiss	1932	D:E.Marin	2005-07-08 14:36:16.594	2005-07-08 15:53:55.319
ELM8	T:The Casino Murder Case	1935	D:E.Marin	2005-07-08 13:25:47.821	2005-07-08 14:25:32.49
ELu49	T:Caribbean	1952	D:Ludwig	2005-07-07 20:41:56.295	2005-07-07 21:30:15.409
HBH10	T:Charlie Chan at the Racetrack	1936	D:Humberstone	2005-07-07 18:58:34.264	2005-07-07 20:01:35.817
HBH15	T:Charlie Chan at the Opera	1936	D:Humberstone	2005-07-08 01:03:43.661	2005-07-08 01:37:46.13
HBH20	T:Charlie Chan at the Olympics	1937	D:Humberstone	2005-07-07 22:57:31.143	2005-07-07 23:33:22.315
HBH25	T:Charlie Chan in Honolulu	1937	D:Humberstone	2005-07-07 18:58:05.313	2005-07-07 19:49:57.372
HBH31	T:I Wake up Screaming	1941	D:Humberstone	2005-07-08 10:06:14.813	2005-07-08 10:51:28.205
HBH45	T:Three Little Girls in Blue	1946	D:Humberstone	2005-07-08 04:24:29.487	2005-07-08 05:32:25.896
HBH68	T:Tarzan and the Lost Safari	1957	D:Humberstone	2005-07-07 16:47:18.294	2005-07-07 17:49:27.515
HBH70	T:Tarzan's Fight for Life	1958	D:Humberstone	2005-07-08 03:52:56.901	2005-07-08 04:23:43.419
HBH90	T:Without a Trace	1983	D:Humberstone	2005-07-08 01:41:01.052	2005-07-08 03:08:04.533
HeE10	T:Scrooge	1935	D:H.Edwards	2005-07-07 20:06:36.089	2005-07-07 21:09:40.237
HHa3	T:Man of the Forest	1933	D:Hathaway	2005-07-07 23:38:48.707	2005-07-08 00:04:28.862
Hha5	T:Arabian Nights	1993	D:Wanger	2005-07-08 08:47:54.323	2005-07-08 10:00:55.16
HHa10	Tm:Now and Forever	1934	D:Hathaway	2005-07-08 02:09:29.218	2005-07-08 03:11:51.594
HHa12	T:Lives of a Bengal Lancer	1935	D:Hathaway	2005-07-07 20:16:25.272	2005-07-07 20:28:44.769
HHa13	T:Peter Ibbetson	1935	D:Hathaway	2005-07-07 16:01:15.406	2005-07-07 17:30:49.765
HHa15	T:Go West Young Man	1936	D:Hathaway	2005-07-08 07:35:53.237	2005-07-08 09:00:16.266
HHa16	T:The Trail of the Lonesome Pine	1936	D:Hathaway	2005-07-08 12:36:55.733	2005-07-08 13:56:09.348
HHa20	T:Brigham Young, Frontiersman	1940	D:Hathaway	2005-07-08 04:48:57.06	2005-07-08 05:02:27.86
HHa21	T:Johnny Apollo	1940	D:Hathaway	2005-07-08 01:36:54.1	2005-07-08 01:57:25.292
HHa22	T:Sheppard of the Hills	1941	D:Hathaway	2005-07-08 04:55:14.782	2005-07-08 05:07:16.566
HHa27	T:Nob Hill	1945	D:Hathaway	2005-07-07 19:42:02.517	2005-07-07 21:02:40.451
HHa28	T:The House on 92nd Street	1945	D:Hathaway	2005-07-07 23:51:45.405	2005-07-07 23:52:19.423
HHa31	T:Kiss of Death	1947	D:Hathaway	2005-07-08 14:36:47.241	2005-07-08 14:55:56.123
HHa32	T:Call Northside 777	1948	D:Hathaway	2005-07-08 04:32:52.909	2005-07-08 05:02:02.378
HHa38	T:The Desert Fox	1951	D:Hathaway	2005-07-08 03:53:31.614	2005-07-08 04:06:33.754
HHa39	T:Fourteen Hours	1951	D:Hathaway	2005-07-08 06:07:37.358	2005-07-08 06:15:51.557
HHa43	T:Niagra	1952	D:Hathaway	2005-07-08 02:12:53.821	2005-07-08 03:41:26.568
HHa47	T:Prince Valiant	1954	D:Hathaway	2005-07-07 20:03:26.056	2005-07-07 20:57:54.722
HHa50	T:Legend of the Lost	1957	D:Hathaway	2005-07-08 04:55:40.867	2005-07-08 05:06:02.847
HHa54	T:How the West Was Won	1963	D:Hathaway	2005-07-07 20:48:40.876	2005-07-07 21:15:48.955
HHa56	T:Of Human Bondage	1964	D:Hathaway	2005-07-08 04:27:58.873	2005-07-08 04:46:45.682
HHa60	T:The Last Safari	1967	D:Hathaway	2005-07-08 15:00:03.619	2005-07-08 16:21:52.101
HHa65	T:True Grit	1969	D:Hathaway	2005-07-07 21:20:01.842	2005-07-07 21:43:26.234
HHa72	T:Shootout	1971	D:Hathaway	2005-07-08 09:06:44.406	2005-07-08 10:29:43.163
IrP1	T:The Most Dangerous Game	1932	D:Pichel	2005-07-07 21:49:23.488	2005-07-07 23:04:21.381
IrP3	T:She	1935	D:Pichel	2005-07-07 22:14:55.192	2005-07-07 23:10:33.703
IrP11	T:The Man I Married	1940	D:Pichel	2005-07-07 18:24:00.276	2005-07-07 19:32:17.47
IrP12	T:Hudson's Bay	1940	D:Pichel	2005-07-08 13:02:23.252	2005-07-08 13:45:31.025
IrP15	Tm:The Pied Piper	1942	D:Pichel	2005-07-07 21:17:40.464	2005-07-07 22:02:38.042
IrP18	T:Happy Land	1943	D:Pichel	2005-07-08 00:30:08.942	2005-07-08 01:08:17.158
IrP19	T:and Now Tomorrow	1944	D:Pichel	2005-07-08 10:37:52.011	2005-07-08 12:07:12.872
IrP21	T:Tomorrow is Forever	1946	D:Pichel	2005-07-07 22:44:02.809	2005-07-07 23:48:59.856
IrP27	T:They Won't Believe Me	1947	D:Pichel	2005-07-07 17:05:16.032	2005-07-07 18:13:01.525
KFr1	T:The Mummy	1932	D:Freund	2005-07-08 14:10:58.229	2005-07-08 15:04:51.888
KFr10	T:Mad Love	1935	D:Freund	2005-07-08 10:06:09.971	2005-07-08 11:22:18.147
KuN4	T:The Big Cage	1933	D:K.Neumann	2005-07-08 10:14:24.034	2005-07-08 10:48:58.17
KuN5	T:The Secret of the Blue Room	1933	D:K.Neumann	2005-07-08 13:57:00.642	2005-07-08 15:00:08.584
KuN12	Tm:Island of Lost Men	1939	D:K.Neumann	2005-07-08 06:05:26.821	2005-07-08 07:13:26.681
KuN30	T:Tarzan and the Amazons	1945	D:K.Neumann	2005-07-07 19:04:33.251	2005-07-07 19:16:46.117
KuN33	T:Tarzan and the Leopard Woman	1946	D:K.Neumann	2005-07-08 08:36:22.32	2005-07-08 09:08:37.831
KuN36	T:Tarzan and the Huntress	1947	D:K.Neumann	2005-07-08 12:21:33.846	2005-07-08 12:27:11.25
KuN40	T:Son Of Ali Baba	1952	D:K.Neumann	2005-07-07 23:38:53.323	2005-07-08 00:58:32.462
KuN42	T:Tarzan and the She-Devil	1953	D:K.Neumann	2005-07-08 11:19:07.918	2005-07-08 11:51:24.812
KuN45	T:Carnival Story	1954	D:K.Neumann	2005-07-08 00:25:47.798	2005-07-08 01:15:07.341
KuN46	T:Rummelplatz der Liebe	1954	D:K.Neumann	2005-07-08 05:57:35.543	2005-07-08 07:17:13.23
KuN14	T:The Fly	1958	D:K.Neumann	2005-07-07 17:18:40.626	2005-07-07 18:28:39.584
LeR10	T:Triumph of the Will	1934	D:Riefenstahl	2005-07-08 02:35:38.697	2005-07-08 02:56:47.949
MGe5	T:Madame Butterfly	1932	D:Gering	2005-07-08 02:31:24.862	2005-07-08 03:57:08.342
MGe10	T:Jennie Gerhardt	1933	D:Gering	2005-07-08 12:11:32.646	2005-07-08 13:28:29.739
MGe12	T:Thirty-Day Princess	1934	D:Gering	2005-07-08 04:45:12.116	2005-07-08 05:20:23.795
MGe50	T:Sarumba	1950	D:Gering	2005-07-08 08:04:45.775	2005-07-08 09:05:11.412
OP8	T:Laura	1944	D:Preminger	2005-07-08 04:05:32.403	2005-07-08 04:56:12.615
OP13	T:Forever Amber	1947	D:Preminger	2005-07-07 21:33:22.412	2005-07-07 21:36:28.628
OP14	T:Daisy Kenyon	1947	D:Preminger	2005-07-08 09:44:45.783	2005-07-08 10:11:23.66
OP15	Tm:The Fan	1949	D:Preminger	2005-07-08 08:54:14.664	2005-07-08 10:06:47.193
OP17	T:Whirlpool	1950	D:Preminger	2005-07-07 15:46:44.868	2005-07-07 16:18:20.258
OP18	T:Where the Sidewalk Ends	1950	D:Preminger	2005-07-08 05:21:57.344	2005-07-08 05:48:16.621
OP20	T:Angel Face	1952	D:Preminger	2005-07-08 08:24:32.258	2005-07-08 08:58:09.098
OP23	T:River of No Return	1961	D:Preminger	2005-07-08 12:26:11.536	2005-07-08 13:10:18.575
OP24	T:Carmen Jones	1954	D:Preminger	2005-07-07 23:00:10.754	2005-07-08 00:18:29.38
OP26	T:The Man with the Golden Arm	1956	D:Preminger	2005-07-07 22:46:11.95	2005-07-07 23:50:19.351
OP30	T:Anatomy of a Murder	1959	D:Preminger	2005-07-08 00:51:17.439	2005-07-08 01:27:42.378
OP40	T:Tell Me That You Love Me, Junie Moon	1969	D:Preminger	2005-07-08 13:36:23.858	2005-07-08 14:40:07.973
OP50	T:The Human Factor	1979	D:Preminger	2005-07-08 04:36:14.336	2005-07-08 05:16:46.026
PCz25	T:As You Like It	1936	D:Czinner	2005-07-08 13:56:04.69	2005-07-08 14:47:31.629
PCz30	T:Dreaming Lips	1937	D:Czinner	2005-07-07 22:28:32.314	2005-07-07 23:44:07.044
RoS3	T:Tudor Rose	1936	D:Stevenson	2005-07-08 06:54:06.637	2005-07-08 07:08:37.671
RoS6	T:King Solomon's Mines	1937	D:Stevenson	2005-07-08 01:53:02.845	2005-07-08 02:11:48.402
RoS11	T:Tom Brown's Schooldays	1940	D:Stevenson	2005-07-08 07:49:53.111	2005-07-08 08:24:23.662
RoS13	T:Back Street	1941	D:Stevenson	2005-07-08 03:00:05.939	2005-07-08 04:29:59.994
RoS17	T:To the Ends of the Earth	1948	D:Stevenson	2005-07-08 11:35:18.354	2005-07-08 11:49:23.0
RoS60	T:Old Yeller	1957	D:R.Stevenson	2005-07-07 19:08:55.239	2005-07-07 20:06:21.966
RoS65	T:Darby O'Gill and the Little People	1959	D:Stevenson	2005-07-08 05:06:24.639	2005-07-08 06:16:28.054
RoS68	T:The Shaggy Dog	1959	D:Stevenson	2005-07-07 18:50:43.958	2005-07-07 19:28:37.866
RoS85	T:The Absent-Minded Professor	1961	D:Stevenson	2005-07-08 09:23:23.66	2005-07-08 10:52:03.377
RoS90	T:Mary Poppins	1964	D:Stevenson	2005-07-08 10:50:55.141	2005-07-08 11:58:36.855
RoS94	Tm:Gnome-Mobile	1967	D:Stevenson	2005-07-08 11:38:57.753	2005-07-08 13:01:44.892
RoS95	Tm:Blackbeard's Ghost	1967	D:Stevenson	2005-07-08 05:06:28.631	2005-07-08 05:39:11.798
RoS98	T:The Love Bug	1969	D:Stevenson	2005-07-08 06:04:35.004	2005-07-08 06:57:19.23
RoS100	T:Bedknobs and Broomsticks	1971	D:Stevenson	2005-07-08 06:45:15.336	2005-07-08 08:14:34.661
RoS112	T:The Shaggy DA	1976	D:Stevenson	2005-07-08 09:59:41.933	2005-07-08 11:07:42.364
RoS120	T:Island at the Top of the World	1981	D:Stevenson	2005-07-08 01:13:36.872	2005-07-08 02:25:43.67
SLa2	T:Moulin Rouge	1934	D:Lanfield	2005-07-07 18:47:04.981	2005-07-07 20:16:11.566
SLa3	T:King of Burlesque	1935	D:Lanfield	2005-07-07 21:00:14.839	2005-07-07 21:34:06.709
SLa10	T:Wake Up and Live	1939	D:Lanfield	2005-07-08 03:17:08.078	2005-07-08 03:26:56.126
SLa14	T:The Hound of the Baskervilles	1939	D:Lanfield	2005-07-08 04:45:16.537	2005-07-08 05:36:39.475
SLa18	T:You'll Never Get Rich	1941	D:Lanfield	2005-07-08 11:56:17.43	2005-07-08 12:53:11.775
SLa20	T:My Favorite Blonde	1942	D:Lanfield	2005-07-08 03:50:56.599	2005-07-08 04:33:12.245
SLa22	T:The Meanest Man in the World	1943	D:Lanfield	2005-07-07 21:11:57.686	2005-07-07 21:37:22.42
SLa30	T:Sorrowful Jones	1949	D:Lanfield	2005-07-08 05:19:00.05	2005-07-08 06:43:08.318
StR5	T:One Sunday Afternnon	1933	D:S.Roberts	2005-07-08 08:28:34.249	2005-07-08 09:30:20.347
StR10	T:The Ex-Mrs.~Bradford	1936	D:S.Roberts	2005-07-08 05:36:00.932	2005-07-08 06:31:29.757
VHa10	T:White Zombie	1932	D:Halperin	2005-07-07 19:08:43.212	2005-07-07 19:21:09.214
VrM40	T:Oh Mr.~Porter	1938	D:Mr.Varnel	2005-07-08 12:16:54.325	2005-07-08 12:26:20.822
VrM42	T:Convict 99	1938	D:Mr.Varnel	2005-07-08 04:01:19.105	2005-07-08 04:02:33.016
WmK15	T:The Singing Kid	1936	D:Keighley	2005-07-07 21:16:57.462	2005-07-07 21:53:40.945
WmK18	T:The Prince and The Pauper	1937	D:Keighley	2005-07-07 19:36:20.639	2005-07-07 20:37:15.175
WmK27	T:Torrid Zone	1940	D:Keighley	2005-07-08 13:15:11.838	2005-07-08 14:01:27.653
WmK28	T:Four Mothers	1940	D:Keighly	2005-07-07 16:31:22.649	2005-07-07 17:30:10.646
WmK31	T:The Man Who Came to Dinner	1942	D:Keighley	2005-07-07 21:14:18.623	2005-07-07 21:49:19.842
xTo10	T:L'Aiglon	1932	D:Tourjansky	2005-07-07 19:54:23.433	2005-07-07 21:13:03.175
ZK1	T:Cash	1932	D:Z.Korda	2005-07-08 01:10:45.316	2005-07-08 02:01:31.521
ZK2	T:Sanders of the River	1935	D:Z.Korda	2005-07-08 13:54:56.057	2005-07-08 13:57:50.434
ZK3	T:The Four Feathers	1939	D:Z.Korda	2005-07-08 05:26:47.113	2005-07-08 05:28:11.724
ZK4	T:The Jungle Book	1942	D:Z.Korda	2005-07-08 00:11:47.598	2005-07-08 00:25:14.561
Zk5	T:Sahara	1943	D:Z.Korda	2005-07-08 14:38:30.487	2005-07-08 16:05:17.197
BW1	T:Mauvaise Graine	1933	D:B.Wilder	2005-07-07 22:01:22.19	2005-07-07 23:07:10.689
BW2	T:The Major and the Minor	1942	D:B.Wilder	2005-07-08 08:25:46.405	2005-07-08 09:45:28.601
BW3	T:Five Graves to Cairo	1943	D:B.Wilder	2005-07-08 14:52:05.68	2005-07-08 16:13:46.377
BW4	T:Double Indemnity	1944	D:B.Wilder	2005-07-08 12:03:36.702	2005-07-08 12:09:56.532
BW5	T:The Lost Weekend	1945	D:B.Wilder	2005-07-07 22:26:28.164	2005-07-07 23:18:12.206
BW7	T:A Foreign Affair	1948	D:B.Wilder	2005-07-08 07:34:16.591	2005-07-08 08:33:56.914
BW8	T:Sunset Boulevard	1950	D:B.Wilder	2005-07-07 17:33:56.842	2005-07-07 18:05:59.913
BW9	T:The Big Carnival	1951	D:B.Wilder	2005-07-08 13:58:12.571	2005-07-08 15:01:35.958
BW10	T:Stalag 17	1953	D:B.Wilder	2005-07-08 08:19:08.001	2005-07-08 08:44:39.074
BW11	T:Sabrina	1954	D:B.Wilder	2005-07-08 13:16:04.816	2005-07-08 14:18:37.508
BW12	T:The Seven Year Itch	1955	D:B.Wilder	2005-07-08 08:50:42.029	2005-07-08 09:52:55.276
BW14	T:Love In The Afternoon	1957	D:B.Wilder	2005-07-07 21:17:19.1	2005-07-07 21:21:09.506
BW16	T:Some Like It Hot	1959	D:B.Wilder	2005-07-07 20:07:23.092	2005-07-07 20:48:23.903
BW17	T:The Apartment	1960	D:B.Wilder	2005-07-08 01:28:15.584	2005-07-08 02:18:10.292
BW18	T:One, Two, Three	1961	D:B.Wilder	2005-07-07 19:31:14.818	2005-07-07 20:54:35.956
BW19	T:Irma la Douce	1963	D:B.Wilder	2005-07-08 02:12:48.733	2005-07-08 02:20:43.791
BW30	T:Buddy Buddy	1981	D:B.Wilder	2005-07-07 22:56:24.908	2005-07-08 00:13:59.073
CAL15	T:Le Diable au Corps	1946	D:AutantLara	2005-07-08 08:27:04.907	2005-07-08 09:11:20.482
CAL20	T:Occupe-Toi d'Amelie	1949	D:AutantLara	2005-07-08 11:47:56.753	2005-07-08 12:33:20.761
CAL25	T:L'Auberge Rouge	1951	D:AutantLara	2005-07-07 18:01:48.969	2005-07-07 18:47:17.449
CAL36	T:Le Rouge et Le Noir	1954	D:AutantLara	2005-07-07 17:59:10.205	2005-07-07 18:59:44.58
CAL50	T:The Count of Monte Christo	1961	D:AutantLara	2005-07-08 01:55:35.662	2005-07-08 03:03:51.404
DeD18	T:Destination Tokyo	1943	D:Daves	2005-07-08 08:58:39.399	2005-07-08 09:32:50.327
DeD30	T:Hollywood Canteen	1944	D:Daves	2005-07-07 21:02:44.094	2005-07-07 21:18:06.128
DeD42	T:Dark Passage	1947	D:Daves	2005-07-07 17:49:41.257	2005-07-07 18:45:12.345
DeD50	T:Broken Arrow	1950	D:Daves	2005-07-07 18:30:33.5	2005-07-07 19:05:38.725
DeD60	T:Jubal	1956	D:Daves	2005-07-08 01:01:25.175	2005-07-08 02:18:31.099
DeD62	T:3:10 to Yuma	1956	D:Daves	2005-07-08 04:20:17.131	2005-07-08 05:15:47.55
DeD65	T:The Badlanders	1958	D:Daves	2005-07-07 19:39:51.72	2005-07-07 20:30:29.61
EuF50	T:Charlie Chan's Murder Cruise	1940	D:E.Forde	2005-07-08 13:54:35.25	2005-07-08 14:16:30.089
GSt7	T:Vivacious Lady	1938	D:G.Stevens~sr.	2005-07-07 18:51:42.254	2005-07-07 19:08:15.867
GSt17	T:Shane	1953	D:G.Stevens~sr.	2005-07-07 17:16:56.342	2005-07-07 18:33:23.111
GSt20	T:The Greatest Story Ever Told	1965	D:G.Stevens~sr.	2005-07-08 01:13:12.32	2005-07-08 02:41:42.575
GSt30	T:The Only Game in Town	1970	D:G.Stevens~sr.	2005-07-08 11:40:17.96	2005-07-08 12:41:51.937
ML18	T:The Lady is Willing	1942	D:Leisen	2005-07-07 20:50:08.502	2005-07-07 21:44:42.78
ML21	T:Lady in the Dark	1944	D:Leisen	2005-07-08 12:40:14.899	2005-07-08 12:50:12.6
xCm20	T:Ulysses	1954	D:Camerini	2005-07-07 20:08:14.433	2005-07-07 20:24:25.629
ABW40	T:Busman's Honeymoon	1940	D:A.Woods	2005-07-08 06:37:33.669	2005-07-08 08:06:45.898
ArL17	T:Risky Business	1938	D:Lubin	2005-07-08 08:59:49.764	2005-07-08 10:10:20.984
ArL22	T:Black Friday	1940	D:Lubin	2005-07-08 11:12:44.439	2005-07-08 12:34:56.035
ArL26	T:San Francisco Docks	1941	D:Lubin	2005-07-08 14:27:33.427	2005-07-08 14:51:48.371
ArL28	T:Buck Privates	1941	D:Lubin	2005-07-08 02:38:50.235	2005-07-08 03:10:59.433
ArL29	T:Hold That Ghost	1941	D:Lubin	2005-07-08 06:46:20.423	2005-07-08 07:59:49.271
ArL36	T:The Phantom of the Opera	1943	D:Lubin	2005-07-08 13:41:04.865	2005-07-08 13:57:19.942
ArL39	T:The Spider Woman Strikes Back	1946	D:Lubin	2005-07-07 17:21:57.307	2005-07-07 18:10:28.512
ArL58	T:Thief of Bagdad	1961	D:Lubin	2005-07-07 22:48:08.486	2005-07-08 00:10:40.18
ChE1	T:Call It Murder	1934	D:Erskine	2005-07-08 12:06:41.703	2005-07-08 12:39:38.026
ChE2	T:The Egg and I	1947	D:Erskine	2005-07-08 09:57:42.841	2005-07-08 11:17:49.705
CdG1	T:Tarzan and his Mate	1934	D:C.Gibbons	2005-07-08 05:48:47.436	2005-07-08 06:52:53.743
CR10	T:The Night Train to Munich	1940	D:C.Reed	2005-07-07 16:51:38.468	2005-07-07 17:28:43.202
CR12	T:Kipps	1941	D:C.Reed	2005-07-07 19:27:09.618	2005-07-07 19:31:46.141
CR14	T:The Way Ahead	1944	D:C.Reed	2005-07-07 20:54:49.912	2005-07-07 22:24:36.875
CR15	T:The True Glory	1945	D:C.Reed	2005-07-07 20:37:58.581	2005-07-07 21:39:13.16
CR16	T:Odd Man Out	1946	D:C.Reed	2005-07-07 17:23:05.726	2005-07-07 17:39:54.198
CR17	T:The Fallen Idol	1948	D:C.Reed	2005-07-08 03:05:27.418	2005-07-08 03:09:00.86
CR18	T:The Third Man	1949	D:C.Reed	2005-07-08 02:15:01.074	2005-07-08 02:33:20.101
DBr5	T:Lady by Choice	1934	D:D.Burton	2005-07-08 14:00:31.684	2005-07-08 14:20:42.571
DBr10	T:The Man Who Wouldn't Talk	1940	D:D.Burton	2005-07-08 14:25:22.688	2005-07-08 15:33:58.404
DSk48	T:The Sign of the Pagan	1954	D:Sirk	2005-07-08 01:14:19.172	2005-07-08 02:05:02.531
DSk49	T:Magnificent Obsession	1954	D:Sirk	2005-07-08 02:11:24.811	2005-07-08 02:46:45.861
DSk69	T:Imitation of Life	1959	D:Sirk	2005-07-08 14:40:15.82	2005-07-08 15:22:47.535
EGU20	T:Detour	1946	D:Ulmer	2005-07-08 11:36:23.627	2005-07-08 11:44:42.365
EGU30	T:Ruthless	1954	D:Ulmer	2005-07-08 15:27:50.658	2005-07-08 16:40:12.883
EGU70	T:The Naked Dawn	1960	D:Ulmer	2005-07-07 17:29:46.926	2005-07-07 17:38:10.331
HY10	T:Little Tough Guy	1934	D:H.Young	2005-07-08 02:18:45.296	2005-07-08 02:42:20.901
HY17	T:There's One Born Every Minute	1942	D:H.Young	2005-07-07 21:18:38.111	2005-07-07 22:06:51.147
HY20	T:Jungle Captive	1944	D:H.Young	2005-07-08 05:19:16.247	2005-07-08 06:15:36.01
LeG23	T:The Mummy's Tomb	1942	D:Goodwins	2005-07-08 06:44:56.195	2005-07-08 07:34:25.965
JN2	T:Singapore Woman	1941	D:Negulesco	2005-07-08 13:54:07.908	2005-07-08 15:05:08.504
JN3	T:The Mark of Dimitrios	1944	D:Negulesco	2005-07-07 17:50:10.4	2005-07-07 18:43:58.295
JN10	T:Johnny Belinda	1948	D:Negulesco	2005-07-07 18:12:08.283	2005-07-07 18:35:13.158
JN12	T:The Mudlark	1950	D:Negulesco	2005-07-08 07:31:34.04	2005-07-08 08:04:16.613
JN15	T:Phone Call from a Stranger	1952	D:Negulesco	2005-07-08 07:32:16.624	2005-07-08 08:22:03.187
JN16	T:Lure of The Wilderness	1952	D:Negulesco	2005-07-07 21:45:05.236	2005-07-07 23:09:13.893
JN19	T:Titanic	1953	D:Negulesco	2005-07-08 09:17:50.197	2005-07-08 09:30:04.892
JN20	T:How to Marry a Millionaire	1953	D:Negulesco	2005-07-08 08:51:09.948	2005-07-08 10:18:12.323
JN21	T:Three Coins in the Fountain	1954	D:Negulesco	2005-07-07 18:35:24.204	2005-07-07 19:40:23.065
JN23	T:Daddy Longlegs	1955	D:Negulesco	2005-07-08 02:33:43.266	2005-07-08 03:43:36.98
JN25	T:The Rains of Ranchipur	1955	D:Negulesco	2005-07-08 03:53:40.103	2005-07-08 03:57:53.565
JN31	T:The Pleasure Seekers	1964	D:Negulesco	2005-07-07 23:41:02.991	2005-07-08 00:23:21.196
LoS2	T:She Done Him Wrong	1933	D:L.Sherman	2005-07-07 17:22:35.024	2005-07-07 18:22:49.724
LoS3	T:Morning Glory	1933	D:L.Sherman	2005-07-08 04:53:54.293	2005-07-08 05:02:50.449
LoS10	T:Born to Be Bad	1941	D:L.Sherman	2005-07-07 18:10:26.674	2005-07-07 19:04:31.685
MhR1	T:Boule de Suif	1934	D:Romm	2005-07-08 00:28:18.422	2005-07-08 01:39:16.362
MhR5	T:Lenin in October	1937	D:Romm	2005-07-07 16:18:11.093	2005-07-07 17:30:05.41
MhR10	T:Lenin in 1918	1938	D:Romm	2005-07-07 22:42:58.051	2005-07-07 22:58:33.76
MhR20	T:Nine Days of One Year	1961	D:Romm	2005-07-08 10:44:06.123	2005-07-08 11:14:10.296
MPa1	T:C\'esar	1934	D:Pagnol	2005-07-08 04:10:23.759	2005-07-08 04:42:42.186
MPa5	T:La Fille du Puisatier	1946	D:Pagnol	2005-07-07 21:35:18.004	2005-07-07 22:29:20.91
MPa7	T:Manon des Sources	1952	D:Pagnol	2005-07-08 11:36:34.093	2005-07-08 12:25:25.49
PaM10	T:Orient Express	1934	D:P.Martin	2005-07-08 14:38:48.834	2005-07-08 16:07:36.658
RWB10	T:The October Man	1947	D:R.W.Baker	2005-07-08 01:27:06.93	2005-07-08 02:40:32.45
RWB20	T:Morning Departure	1950	D:R.W.Baker	2005-07-07 21:49:37.247	2005-07-07 22:38:04.978
RWB25	T:I'll Never Forget You	1951	D:R.W.Baker	2005-07-08 10:41:10.179	2005-07-08 11:30:02.581
RWB42	T:The One that got Away	1957	D:R.W.Baker	2005-07-07 15:39:37.229	2005-07-07 16:07:22.11
RWB45	T:A Night to Remember	1958	D:R.W.Baker	2005-07-08 03:48:44.752	2005-07-08 04:52:38.082
RWB58	T:Quatermass and the Pit	1967	D:R.W.Baker	2005-07-07 18:37:45.128	2005-07-07 19:01:38.812
RWB73	T:The Vault of Horror	1973	D:Francis	2005-07-08 02:17:08.858	2005-07-08 03:19:28.264
ThA10	T:The Silver Streak	1934	D:Atkins	2005-07-08 10:43:48.2	2005-07-08 12:12:06.6
BBe1	T:The Goldiggers of 1935	1935	D:Berkeley	2005-07-07 23:12:02.607	2005-07-08 00:24:51.478
BBe14	T:Babes in Arms	1939	D:Berkeley	2005-07-08 03:05:13.155	2005-07-08 04:09:06.354
BBe17	T:Strike Up the Band	1940	D:Berkeley	2005-07-08 00:16:59.189	2005-07-08 00:49:55.644
BBe19	T:Babes on Broadway	1941	D:Berkeley	2005-07-07 19:17:13.038	2005-07-07 20:33:45.805
BBe20	T:For Me and My Gal	1942	D:Berkeley	2005-07-08 02:57:22.635	2005-07-08 04:17:51.656
BBe21	T:The Gang's All Here	1943	D:Berkeley	2005-07-08 07:34:47.516	2005-07-08 08:36:01.478
BBe23	T:Take Me Out To The Ball Game	1949	D:Berkeley	2005-07-08 09:23:46.839	2005-07-08 10:08:45.104
BeH1	T:The Scoundrel	1935	D:Hecht	2005-07-08 10:20:05.071	2005-07-08 10:42:52.998
CMA1	T:Crime Without Passion	1935	D:MacArthur	2005-07-08 07:24:00.232	2005-07-08 08:22:28.774
EdK10	T:The New Adventures of Tarzan	1935	D:Kull	2005-07-08 00:27:01.01	2005-07-08 00:30:39.648
