FILMID	TITLE	ACTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
MRm20	T:The Invader	Ben Cross	2005-07-08 05:53:48.731	2005-07-08 06:40:16.392
MRm20	T:The Invader	Nick Mancusi	2005-07-08 04:40:11.486	2005-07-08 05:18:03.722
MRP14	T:Posse	Melvin VanPeebles	2005-07-07 23:37:11.416	2005-07-07 23:55:55.722
MRP14	T:Posse	Pam Grier	2005-07-08 06:47:05.77	2005-07-08 06:56:18.998
MRP14	T:Posse	Nipsey Russell	2005-07-08 04:31:59.737	2005-07-08 05:05:27.265
MRP14	T:Posse	Billy Zane	2005-07-08 11:03:48.152	2005-07-08 11:10:24.008
MRP14	T:Posse	Big Daddy Kane	2005-07-08 08:33:53.36	2005-07-08 09:46:44.97
MRr5	T:The Plot Against Harry	Ben Lang	2005-07-07 23:25:18.697	2005-07-07 23:36:36.257
MRr5	T:The Plot Against Harry	Margo Solin	2005-07-08 00:10:13.033	2005-07-08 00:24:33.745
MRr5	T:The Plot Against Harry	Maxine Woods	2005-07-07 16:30:50.68	2005-07-07 16:45:03.681
MRs13	T:Isle of the Dead	Marc Cramer	2005-07-07 15:38:55.742	2005-07-07 16:10:34.806
MRs13	T:Isle of the Dead	Alan Napier	2005-07-08 00:08:21.133	2005-07-08 01:24:28.004
MRs21	T:Peyton Place	Lloyd Nolan	2005-07-08 03:00:10.834	2005-07-08 03:02:15.112
MRs21	T:Peyton Place	Betty Field	2005-07-08 05:32:40.203	2005-07-08 06:39:27.985
MRs25	T:The Bridges at Toko-Ri	Willis Bouchey	2005-07-08 14:01:09.232	2005-07-08 14:14:51.53
MRs32	T:Inn of the Sixth Happiness	Athene Seyler	2005-07-08 11:30:35.287	2005-07-08 11:40:33.715
MRs32	T:Inn of the Sixth Happiness	Moultrie Kelsall	2005-07-08 04:45:25.46	2005-07-08 05:14:39.838
MRs36	T:The Prize	Paul Newman	2005-07-07 19:06:59.656	2005-07-07 20:35:58.436
MRs36	T:The Prize	Michelin Presle	2005-07-08 06:58:36.672	2005-07-08 08:27:02.528
MRs39	T:Valley of the Dolls	Paul Burke	2005-07-08 02:04:38.321	2005-07-08 03:27:22.098
MRs43	T:Earthquake	Ava Gardner	2005-07-08 15:22:33.389	2005-07-08 15:23:39.516
MRs43	T:Earthquake	Lorne Greene	2005-07-08 11:24:14.7	2005-07-08 12:48:38.242
MRs43	T:Earthquake	Marjoe Gortner	2005-07-07 22:50:48.775	2005-07-07 23:53:26.593
MRs43	T:Earthquake	Barry Sullivan	2005-07-08 00:45:48.023	2005-07-08 00:59:10.242
MRt5	T:The Candidate	Peter Boyle	2005-07-07 23:15:59.784	2005-07-07 23:55:15.659
MRt5	T:The Candidate	Melvyn Douglas	2005-07-08 01:35:57.555	2005-07-08 02:06:18.235
MRt6	T:Smile	Barbara Feldon	2005-07-08 11:55:12.994	2005-07-08 13:17:53.702
MRt6	T:Smile	Michael Kidd	2005-07-07 19:01:38.168	2005-07-07 19:56:06.391
MRt6	T:Smile	Annette OToole	2005-07-08 01:24:27.435	2005-07-08 01:41:32.356
MRt6	T:Smile	Maria OBrien	2005-07-08 11:16:46.611	2005-07-08 11:47:45.037
MRt6	T:Smile	Melanie Griffith	2005-07-07 21:27:17.606	2005-07-07 21:34:46.146
MRt6	T:Smile	Nicholas Pryor	2005-07-08 10:13:18.941	2005-07-08 10:56:43.089
MRt8	TZ:Semi-Tough	Lotte Lenya	2005-07-08 09:55:54.57	2005-07-08 10:04:42.226
MRt11	T:The Island	Angela Punch McGregor	2005-07-08 04:02:52.729	2005-07-08 04:15:14.781
MRt25	T:Diggstown	Lou Gossett~jr.	2005-07-07 20:19:44.561	2005-07-07 20:44:52.272
MRh10	T:Das Merkwuerdige Verhalten geschlechtsreifer Grossstaedter zur Paarungszeit	Anica Dobra	2005-07-08 03:54:40.297	2005-07-08 04:56:44.156
MRh10	T:Das Merkwuerdige Verhalten geschlechtsreifer Grossstaedter zur Paarungszeit	Ann-Kathrin Kramer	2005-07-08 15:30:43.327	2005-07-08 16:23:41.03
MRv6	T:Witchfinder General	Patrick Wymark	2005-07-08 12:44:06.222	2005-07-08 13:05:06.205
MRy5	TZ:Harry and Walter Go to New York	Michael Caine	2005-07-08 15:00:48.429	2005-07-08 16:05:17.468
MRy9	TZ:The Rose	Alan Bates	2005-07-08 15:12:50.17	2005-07-08 16:03:29.714
MRy19	T:For the Boys	Arye Gross	2005-07-08 04:08:40.689	2005-07-08 05:25:35.488
MRy21	T:Intersection	Lolita Davidovich	2005-07-08 03:44:17.779	2005-07-08 03:53:50.698
MRy21	T:Intersection	Matthew Walker	2005-07-07 17:43:32.236	2005-07-07 19:11:52.953
MS2	T:Boxcar Bertha	Barry Primus	2005-07-08 06:02:28.167	2005-07-08 06:10:32.726
MS3	T:Mean Streets	Amy Robinson	2005-07-08 07:11:45.967	2005-07-08 07:52:51.563
MS5	T:Taxi Driver	Albert Brooks	2005-07-08 11:35:21.927	2005-07-08 12:27:37.746
MS5	T:Taxi Driver	Martin Scorsese	2005-07-07 20:43:55.019	2005-07-07 20:55:00.042
MS7	T:New York, New York	Liza Minnelli	2005-07-08 11:26:05.729	2005-07-08 12:52:21.496
MS7	T:New York, New York	Lionel Stander	2005-07-08 06:24:28.404	2005-07-08 07:46:26.656
MS7	T:New York, New York	Barry Primus	2005-07-08 15:26:56.542	2005-07-08 16:42:57.993
MS7	T:New York, New York	William Tole	2005-07-07 17:48:33.457	2005-07-07 18:39:43.836
MS10	T:The Last Waltz	Muddy Waters	2005-07-08 07:34:12.084	2005-07-08 07:55:48.758
MS10	T:The Last Waltz	Paul Butterfield	2005-07-08 11:19:50.498	2005-07-08 11:30:29.151
MS10	T:The Last Waltz	Neil Diamond	2005-07-08 09:01:19.305	2005-07-08 10:08:46.578
MS18	T:Raging Bull	Nicholas Colasanto	2005-07-07 22:42:27.47	2005-07-07 22:56:40.2
MS19	T:The King of Comedy	Liza Minelli	2005-07-08 15:00:48.069	2005-07-08 15:51:09.271
MS21	T:The Color of Money	Bill Cobbs	2005-07-07 21:18:57.864	2005-07-07 22:39:36.698
MS25	T:Goodfellas	Ray Liotta	2005-07-07 22:19:00.946	2005-07-07 23:37:25.914
MS26	T:Cape Fear	Martin Balsam	2005-07-08 01:59:28.51	2005-07-08 02:12:14.643
MS28	T:The Age of Innocence	MaryBeth Hurt	2005-07-08 06:43:45.395	2005-07-08 07:23:08.368
MS28	T:The Age of Innocence	Alec McGowan	2005-07-08 07:08:35.806	2005-07-08 07:59:35.117
MS30	T:Casino	Al Pacino	2005-07-08 07:43:45.854	2005-07-08 07:59:52.766
MSa6	T:The Gay Divorcee	Alice Brady	2005-07-08 03:32:12.389	2005-07-08 04:07:35.504
MSa6	T:The Gay Divorcee	Lillian Miles	2005-07-08 07:54:50.93	2005-07-08 09:20:33.744
MSa6	T:The Gay Divorcee	Paul Porcasi	2005-07-08 05:51:36.096	2005-07-08 07:13:43.683
MSa8	T:Follow the Fleet	Randolph Scott	2005-07-08 11:49:02.367	2005-07-08 12:16:35.562
MSa8	T:Follow the Fleet	Astrid Allwyn	2005-07-08 12:03:06.513	2005-07-08 12:46:12.431
MSa8	T:Follow the Fleet	Lucille Ball	2005-07-08 14:20:50.073	2005-07-08 15:00:52.155
MSa8	T:Follow the Fleet	Betty Grable	2005-07-08 04:50:42.269	2005-07-08 05:58:36.518
MSa9	T:A Woman Rebels	Margaret Seddon	2005-07-08 14:25:13.136	2005-07-08 14:48:45.735
MSa9	T:A Woman Rebels	Lionel Pape	2005-07-07 20:26:48.423	2005-07-07 21:36:41.898
MSa10	T:Shall We Dance	Ann Shoemaker	2005-07-08 10:36:08.359	2005-07-08 11:45:41.985
MSa12	T:Carefree	Luella Gear	2005-07-08 06:47:32.633	2005-07-08 07:07:05.108
MSa12	T:Carefree	Walter Kingsford	2005-07-08 13:38:48.744	2005-07-08 15:03:20.813
MSC10	T:The Show-Off	Louise Brooks	2005-07-08 05:02:42.793	2005-07-08 05:15:05.232
MSe15	T:Fatty and Mabel at the San Diego Exposition	Mabel Normand	2005-07-08 09:01:19.511	2005-07-08 09:02:24.156
MSe15	T:Fatty and Mabel at the San Diego Exposition	Minta Durfee	2005-07-08 03:55:02.526	2005-07-08 05:19:40.514
MSe18	T:Fatty and Mabel's Simple Life	Mabel Normand	2005-07-08 03:37:27.171	2005-07-08 04:05:54.309
MSe18	T:Fatty and Mabel's Simple Life	Al StJohn	2005-07-08 04:45:37.387	2005-07-08 05:02:21.302
MSf10	T:La Cabalgata del Circo	Orestes Caviglia	2005-07-08 02:24:13.241	2005-07-08 02:27:21.541
MSf10	T:La Cabalgata del Circo	Orestes Caviglia	2005-07-08 07:03:50.041	2005-07-08 08:01:24.293
MSf10	T:La Cabalgata del Circo	Armando Boffilde Pirovano	2005-07-08 08:16:22.131	2005-07-08 09:22:28.599
MSJ10	T:Simon Birch	Beatrice Winden	2005-07-07 22:27:30.5	2005-07-07 22:32:25.006
MSL10	TZ:Strange Behavior	Michael Murphy	2005-07-08 12:24:57.518	2005-07-08 13:07:07.698
MSL10	TZ:Strange Behavior	Louise Fletcher	2005-07-08 07:34:36.572	2005-07-08 08:06:30.863
MSL10	TZ:Strange Behavior	Arthur Dignam	2005-07-08 10:43:12.409	2005-07-08 11:37:09.765
MSL15	TZ:Strange Invaders	Nancy Allen	2005-07-07 19:47:21.355	2005-07-07 19:53:11.909
MSL15	TZ:Strange Invaders	Louise Fletcher	2005-07-08 14:53:25.033	2005-07-08 15:34:22.195
MSL15	TZ:Strange Invaders	Paul LeMat	2005-07-08 12:45:21.814	2005-07-08 13:19:00.52
MSL15	TZ:Strange Invaders	Michael Lerner	2005-07-08 10:37:07.145	2005-07-08 11:19:51.086
MSL15	TZ:Strange Invaders	Wallace Shawn	2005-07-07 17:42:30.237	2005-07-07 18:00:18.726
MSm14	T:Radioland Murders	Mary Stuart Masterson	2005-07-07 17:12:11.439	2005-07-07 17:27:26.101
MSm14	T:Radioland Murders	Ned Beatty	2005-07-08 06:19:45.212	2005-07-08 07:07:55.098
MSm14	T:Radioland Murders	Michael Lerner	2005-07-08 03:23:56.362	2005-07-08 03:53:04.942
MSm17	T:Bean	Peter McNicol	2005-07-08 02:07:57.716	2005-07-08 03:34:22.165
MSm17	T:Bean	Pamela Reed	2005-07-08 05:37:22.775	2005-07-08 05:59:42.05
MSm17	T:Bean	Peter Egan	2005-07-07 16:36:54.82	2005-07-07 17:54:27.978
MSo10	T:La Chiesa	Asia Argento	2005-07-07 17:27:00.115	2005-07-07 18:25:39.834
MSo10	T:La Chiesa	Barabara Cupisti	2005-07-08 02:45:39.728	2005-07-08 03:17:10.774
MSt30	T:Erotikon	Anders deWahl	2005-07-07 23:48:34.955	2005-07-08 00:30:33.182
MSt53	T:The Temptress	Antonio Moreno	2005-07-07 23:08:24.58	2005-07-07 23:21:25.43
MSt53	T:The Temptress	Marc McDermott	2005-07-07 23:25:49.711	2005-07-08 00:12:04.935
MSw10	T:Children of the Dark	Peter Horton	2005-07-07 23:43:04.178	2005-07-08 00:29:25.03
MSw10	T:Children of the Dark	Bill Smitrovich	2005-07-08 00:27:13.861	2005-07-08 00:54:51.913
MSw10	T:Children of the Dark	Meg Dotrice	2005-07-08 15:07:48.215	2005-07-08 15:26:44.603
MSw10	T:Children of the Dark	Nallig Horrigan	2005-07-07 21:31:54.585	2005-07-07 21:50:42.626
MSz8	TZ:Car Wash	Melanie Mayron	2005-07-08 00:19:21.948	2005-07-08 00:28:52.447
MSz10	T:Which Way is Up	Lonette McKee	2005-07-07 17:11:55.346	2005-07-07 17:16:39.009
MSz10	T:Which Way is Up?	Margaret Avery	2005-07-08 05:10:57.335	2005-07-08 05:42:43.215
MSz10	T:Which Way is Up?	Morgan Woodward	2005-07-08 03:26:58.688	2005-07-08 04:39:15.864
MSz11	TZ:Greased Lightning	Beau Bridges	2005-07-08 02:03:11.41	2005-07-08 02:05:31.639
MSz11	TZ:Greased Lightning	Pam Grier	2005-07-07 22:44:36.754	2005-07-07 23:54:03.551
MSz15	TZ:Carbon Copy	Paul Winfield	2005-07-07 18:01:23.299	2005-07-07 18:25:26.664
MtC10	T:No Escape	Ray Liotta	2005-07-08 02:56:21.188	2005-07-08 04:19:12.878
MtC12	T:GoldenEye	Pierre Brosnan	2005-07-08 11:14:06.043	2005-07-08 11:24:25.503
MtC15	T:The Mask of Zorro	Antonio Banderas	2005-07-07 19:20:21.557	2005-07-07 20:00:38.903
MtC15	T:The Mask of Zorro	Matt Litcheck	2005-07-07 17:18:40.059	2005-07-07 18:18:11.414
MtD10	TZ:Hero at Large	Anne Archer	2005-07-08 05:41:29.302	2005-07-08 05:53:20.486
MtD10	TZ:Hero at Large	Bert Convy	2005-07-08 05:02:57.279	2005-07-08 06:04:54.565
MtM10	T:The Opposite Sex and How to Live with Them	Arye Gross	2005-07-08 11:39:22.11	2005-07-08 13:04:23.45
MtR1	T:Straight out of Brooklyn	Ann D. Sanders	2005-07-08 10:03:52.542	2005-07-08 11:16:27.266
MTU10	T:The Wash	Patty Yatsutake	2005-07-08 00:56:00.155	2005-07-08 01:52:30.37
MuB5	T:The Beachcomber	Paul Rogers	2005-07-08 11:48:56.01	2005-07-08 12:37:27.988
MuB5	T:The Beachcomber	Walter Crisham	2005-07-08 11:17:05.54	2005-07-08 11:53:58.007
MuB5	T:The Beachcomber	Michael Hordern	2005-07-07 20:06:28.882	2005-07-07 21:27:18.839
MvC10	TZ:Evel Knievel	Bert Freed	2005-07-08 11:15:55.37	2005-07-08 12:16:01.467
MvC20	TZ:Little Ladies of the Night	Linda Purl	2005-07-08 02:08:42.151	2005-07-08 02:33:05.169
MvC20	TZ:Little Ladies of the Night	Lou Gossett~jr.	2005-07-07 18:28:36.076	2005-07-07 19:54:04.212
MvC20	TZ:Little Ladies of the Night	Paul Burke	2005-07-07 17:04:58.236	2005-07-07 17:59:48.151
MVP5	T:The Story of a Three Day Pass	Nicole Beringer	2005-07-07 22:34:17.289	2005-07-07 22:47:59.304
MVP20	T:Sweet Sweetbackk's Badasssss Song	Melvin VanPeebles	2005-07-07 19:10:55.366	2005-07-07 19:22:45.215
MVP22	T:Don't Play Us Cheap	Avon Long	2005-07-08 01:47:21.775	2005-07-08 03:04:34.934
MVP22	T:Don't Play Us Cheap	Rhetta Hughes	2005-07-08 01:51:38.083	2005-07-08 02:48:05.284
MVP40	T:Identity Crisis	Mario VanPeebles	2005-07-08 09:59:43.795	2005-07-08 10:08:23.451
MvS1	T:The Seven Little Foys	Bob Hope	2005-07-07 18:09:19.767	2005-07-07 19:07:00.635
MvS2	T:Beau James	Paul Douglas	2005-07-07 16:49:04.474	2005-07-07 17:24:00.481
MvS3	T:Houseboat	Martha Hyer	2005-07-07 20:35:10.705	2005-07-07 21:32:44.599
MvS4	T:The Five Pennies	Barbara BelGeddes	2005-07-08 05:00:50.644	2005-07-08 05:53:45.924
MvS4	T:The Five Pennies	Bob Crosby	2005-07-08 13:02:20.94	2005-07-08 14:04:43.167
MvS4	T:The Five Pennies	Ray Anthony	2005-07-07 20:11:06.312	2005-07-07 21:10:01.87
MvS6	T:On the Double	Margaret Rutherford	2005-07-07 21:14:21.041	2005-07-07 21:42:25.802
MvS6	T:On the Double	Alan Cuthbertson	2005-07-08 10:01:05.354	2005-07-08 10:15:07.214
MvS10	T:The Pigeon That Took Rome	Baccaloni	2005-07-08 00:32:57.818	2005-07-08 01:41:52.608
MvS12	T:A New Kind of Love	Paul Newman	2005-07-08 01:37:12.938	2005-07-08 02:34:52.889
MvS12	T:A New Kind of Love	Maurice Chevalier	2005-07-07 17:02:23.762	2005-07-07 17:16:56.337
MvT10	T:The Return	Barbara Sukowa	2005-07-07 23:00:27.878	2005-07-07 23:49:10.784
MWa10	TZ:Wolfen	Albert Finney	2005-07-08 09:51:17.496	2005-07-08 10:39:19.793
MWid15	T:Welcome to Sarajevo	Marisa Tomei	2005-07-07 22:16:52.991	2005-07-07 22:52:53.78
MxB10	T:Ode to Billy Joe	Max Baer	2005-07-08 08:26:55.393	2005-07-08 09:48:54.169
MxR10	T:A Midsummer Night's Dream	Mickey Rooney	2005-07-07 20:39:22.729	2005-07-07 21:25:29.308
MxR10	T:A Midsummer Night's Dream	Olivia deHavilland	2005-07-08 14:07:31.741	2005-07-08 15:00:16.447
MxR10	T:A Midsummer Night's Dream	Arthur Treacher	2005-07-07 19:02:19.611	2005-07-07 20:07:42.866
MxR10	T:A Midsummer Night's Dream	Otis Harlan	2005-07-07 20:39:28.338	2005-07-07 21:43:24.497
MxR10	T:A Midsummer Night's Dream	Anita Louise	2005-07-08 01:48:50.631	2005-07-08 02:45:34.37
MYa20	T:Ai Ni Tsuite, Tokyo	Qian Po	2005-07-08 12:01:02.853	2005-07-08 13:08:44.309
MyR10	TZ:Student Bodies	Matt Goldsby	2005-07-07 21:47:33.668	2005-07-07 22:22:40.736
MyR10	T:Student Bodies	Richard Brando	2005-07-08 02:30:01.848	2005-07-08 02:33:54.752
MZa5	T:Laughter in Paradise	Alastair Sim	2005-07-08 01:50:16.678	2005-07-08 01:58:32.907
MZa5	T:Laughter in Paradise	Beatrice Campbell	2005-07-07 22:09:02.253	2005-07-07 22:58:07.576
MZa5	T:Laughter in Paradise	Audrey Hepburn	2005-07-08 13:25:44.591	2005-07-08 14:45:36.389
MZa10	T:Now and Forever	Pamela Brown	2005-07-07 17:55:29.224	2005-07-07 18:12:58.378
MZa10	T:Now and Forever	Marjorie Rhodes	2005-07-08 14:53:38.655	2005-07-08 15:53:05.743
MzN15	T:Volare Volare	Patrizio Roversi	2005-07-08 04:55:40.562	2005-07-08 05:26:58.186
NBr10	T:Dark Obsession	Amanda Donohue	2005-07-08 10:30:11.111	2005-07-08 11:18:44.807
NCh10	T:Stand Up Virgin Soldiers	Nigel Davenport	2005-07-07 17:15:18.554	2005-07-07 17:44:46.319
NeJ10	T:Angel	Alan Devlin	2005-07-07 18:27:22.172	2005-07-07 19:11:08.834
NeJ10	T:Angel	Peter Caffrey	2005-07-08 05:08:34.678	2005-07-08 06:11:44.202
NeJ12	T:The Company of Wolves	Angela Lansbury	2005-07-07 17:32:34.694	2005-07-07 17:50:54.376
NeJ12	T:The Company of Wolves	Brain Glover	2005-07-08 12:21:09.415	2005-07-08 13:23:33.641
NeJ12	T:The Company of Wolves	Micha Bergese	2005-07-07 19:07:31.768	2005-07-07 20:19:59.986
NeJ16	T:We're No Angels	Wallace Shawn	2005-07-08 02:01:13.498	2005-07-08 02:30:33.36
NeJ20	T:The Miracle	Bevery DAngelo	2005-07-08 01:02:31.194	2005-07-08 01:59:24.707
NeJ20	T:The Miracle	Niall Byrne	2005-07-08 11:57:33.131	2005-07-08 13:08:19.859
NeJ22	T:The Crying Game	Miranda Richardson	2005-07-08 10:29:24.353	2005-07-08 11:37:50.568
NeJ28	T:The Butcher Boy	Allen Boyd	2005-07-08 08:43:07.013	2005-07-08 09:06:55.348
NF3	T:Think Fast, Mr.~Moto	Peter Lorre	2005-07-08 06:44:44.001	2005-07-08 07:39:12.946
NF4	T:Thank You, Mr.~Moto	Peter Lorre	2005-07-08 13:05:10.724	2005-07-08 13:08:20.574
NF4	T:Thank You, Mr.~Moto	Pauline Frederick	2005-07-08 07:12:58.745	2005-07-08 08:35:19.726
NF4	T:Thank You, Mr.~Moto	William vonBrincken	2005-07-07 22:50:02.683	2005-07-07 23:15:23.109
NF4	T:Thank You, Mr.~Moto	Nedda Harrigan	2005-07-08 15:29:45.004	2005-07-08 15:41:35.177
NF4	T:Thank You, Mr.~Moto	Philip Ahn	2005-07-07 19:16:50.672	2005-07-07 20:45:46.651
NF7	T:Mysterious Mr.~Moto	Mary Macguire	2005-07-08 02:52:19.056	2005-07-08 03:59:29.637
NF12	T:Mr.~Moto Takes a Vacation	Peter Lorre	2005-07-07 18:37:15.525	2005-07-07 18:50:22.515
NF13	T:Charlie Chan at Treasure Island	Pauline Moore	2005-07-07 22:29:08.703	2005-07-07 23:48:42.201
NF13	T:Charlie Chan at Treasure Island	Billie Seward	2005-07-07 16:39:00.627	2005-07-07 17:40:43.927
NF13	T:Charlie Chan at Treasure Island	Wally Vernon	2005-07-07 22:37:56.843	2005-07-07 23:38:24.813
NF13	T:Charlie Chan at Treasure Island	Louis Jean Heydt	2005-07-08 11:15:04.623	2005-07-08 12:29:30.184
NF16	T:Journey into Fear	Agnes Moorehead	2005-07-07 21:02:16.623	2005-07-07 21:29:06.065
NF16	T:Journey into Fear	Richard Bennett	2005-07-07 22:12:43.406	2005-07-07 22:14:31.352
NF29	T:Indian Paint	Pat Hogan	2005-07-07 19:17:07.552	2005-07-07 20:22:51.423
NF29	T:Indian Paint	Bobby Crawford	2005-07-08 07:56:17.733	2005-07-08 08:27:41.481
NGr10	T:Good News	Bessie Love	2005-07-07 22:42:36.77	2005-07-07 23:15:37.814
NGr10	T:Good News	Mary Lawlor	2005-07-07 21:00:02.984	2005-07-07 21:17:40.099
NGr10	T:Good News	Lola Lane	2005-07-08 13:21:38.039	2005-07-08 13:25:54.068
NGr20	T:Before I Hang	Pedro deCordoba	2005-07-08 03:13:42.612	2005-07-08 03:14:57.079
NHa10	T:Martha - Meet Frank, Daniel and Laurence	Monica Potter	2005-07-08 10:12:54.29	2005-07-08 10:58:33.488
NHy15	T:The Object of My Affection	Alan Alda	2005-07-08 13:11:56.745	2005-07-08 13:23:20.92
NHy15	T:The Object of My Affection	Nigel Hawthorne	2005-07-08 05:48:17.61	2005-07-08 06:16:34.142
NiC30	T:Dennis the Menace	Paul Winfield	2005-07-07 23:50:36.079	2005-07-07 23:57:17.811
NiC30	T:Dennis the Menace	Mason Gamble	2005-07-08 12:48:27.37	2005-07-08 13:22:15.711
NiG10	TZ:The Little Girl Who Lives Down the Lane	Martin Sheen	2005-07-07 18:03:22.681	2005-07-07 18:31:09.681
NiG10	TZ:The Little Girl Who Lives Down the Lane	Alexis Smith	2005-07-08 11:04:24.101	2005-07-08 11:08:01.931
NiG10	TZ:The Little Girl Who Lives Down the Lane	Mort Shuman	2005-07-08 03:47:32.263	2005-07-08 04:15:38.868
NiG20	TZ:It Rained All Night the Day I Left	Lou Gossett~jr.	2005-07-07 17:10:57.254	2005-07-07 17:54:58.975
NiM5	T:Time After Time	Malcolm McDowell	2005-07-07 18:41:50.181	2005-07-07 19:21:58.633
NiM5	T:Time After Time	Mary Steenburgen	2005-07-07 19:00:31.558	2005-07-07 19:26:45.735
NiM12	T:Star Trek II: The Wrath of Khan	William Shatner	2005-07-07 21:27:38.449	2005-07-07 22:19:08.016
NiM12	T:Star Trek II: The Wrath of Khan	Walter Koenig	2005-07-07 18:13:54.967	2005-07-07 19:09:13.323
NiM12	T:Star Trek II: The Wrath of Khan	Nichelle Nichols	2005-07-07 21:04:56.346	2005-07-07 21:45:20.178
NiM13	TZ:The Day After	Amy Madigan	2005-07-08 00:25:06.627	2005-07-08 00:31:52.991
NiM13	TZ:The Day After	Bibi Besch	2005-07-07 21:31:04.671	2005-07-07 22:06:44.692
NiM20	T:The Deceivers	Pierre Brossman	2005-07-08 02:37:27.201	2005-07-08 02:59:46.113
NiM30	T:Star Trek VI, The Undiscovered Country	William Shatner	2005-07-08 00:20:04.284	2005-07-08 01:00:23.329
NiM30	T:Star Trek VI, The Undiscovered Country	Nichelle Nichols	2005-07-08 02:48:05.79	2005-07-08 03:09:23.213
NiM30	T:Star Trek VI, The Undiscovered Country	Nichel Nichols	2005-07-07 23:58:35.345	2005-07-08 00:56:52.627
NiM30	T:Star Trek VI, The Undiscovered Country	Walter Koenig	2005-07-08 04:35:30.543	2005-07-08 05:25:39.27
NiM30	T:Star Trek VI, The Undiscovered Country	Michael Dorn	2005-07-08 02:24:22.779	2005-07-08 03:45:36.7
NiR1	T:Performance	Michele Breton	2005-07-08 13:46:12.931	2005-07-08 15:03:53.538
NiR2	T:Walkabout	Lucien John	2005-07-08 03:50:39.565	2005-07-08 04:15:25.098
NiR3	T:Don't Look Now	Massimo Serrato	2005-07-08 02:07:56.332	2005-07-08 03:14:06.84
NiR4	T:The Man Who Fell to Earth	Bernie Casey	2005-07-08 10:47:06.129	2005-07-08 11:14:28.256
NiR40	T:Castaway	Amanda Donohue	2005-07-08 08:51:45.96	2005-07-08 09:55:44.334
NIs10	TZ:Bachelor Party	William Tepper	2005-07-07 15:49:50.172	2005-07-07 17:03:31.32
NIs10	TZ:Bachelor Party	Barbara Stuart	2005-07-08 01:20:44.236	2005-07-08 01:53:46.849
NJ5	TZ:Cincinnati Kid	AnnMargret	2005-07-07 20:18:00.141	2005-07-07 20:51:29.173
NJ7	T:In the Heat of the Night	Quentin Dean	2005-07-08 04:49:00.94	2005-07-08 05:41:57.137
NJ7	T:In the Heat of the Night	Beah Richards	2005-07-07 22:06:29.73	2005-07-07 22:58:21.002
NJ7	T:In the Heat of the Night	William Schallert	2005-07-07 20:59:46.089	2005-07-07 22:17:54.385
NJ7	T:In the Heat of the Night	Peter Masterson	2005-07-07 21:08:01.91	2005-07-07 22:25:48.619
NJ7	T:In the Heat of the Night	Matt Clark	2005-07-08 04:01:53.847	2005-07-08 05:25:03.345
NJ7	T:In the Heat of the Night	Peter Whitney	2005-07-07 18:40:27.483	2005-07-07 19:45:49.783
NJ8	T:The Thomas Crown Affair	Paul Burke	2005-07-08 00:33:44.394	2005-07-08 01:45:51.914
NJ11	T:Fiddler on the Roof	Molly Picon	2005-07-07 17:02:23.248	2005-07-07 17:29:38.723
NJ11	T:Fiddler on the Roof	Norma Crane	2005-07-08 08:13:22.621	2005-07-08 09:25:18.119
NJ13	T:Rollerball	Maud Adams	2005-07-08 05:08:28.831	2005-07-08 06:15:17.445
NJ14	TZ:F.I.S.T.	Peter Boyle	2005-07-08 10:13:17.598	2005-07-08 10:18:36.502
NJ16	T:Best Friends	Barnard Hughes	2005-07-08 00:51:05.622	2005-07-08 01:08:13.605
NJ20	T:Agnes of God	Anne Bancroft	2005-07-08 11:35:20.249	2005-07-08 12:42:36.593
NJ20	T:Agnes of God	Meg Tilly	2005-07-08 06:23:16.383	2005-07-08 07:36:36.451
NJ25	T:Moonstruck	Anita Gillette	2005-07-07 23:00:31.807	2005-07-07 23:39:08.492
NJ25	T:Moonstruck	Antonia Minelli	2005-07-07 15:39:11.678	2005-07-07 15:51:41.897
NJu10	T:Hellcats of the Navy	Nancy Davis	2005-07-08 02:28:31.123	2005-07-08 03:35:57.534
NJu10	T:Hellcats of the Navy	Arthur Franz	2005-07-08 04:51:08.583	2005-07-08 05:27:25.935
NkM10	T:Bank Robber	Michael Jeter	2005-07-08 10:17:47.698	2005-07-08 10:50:58.129
NKz10	T:Dream Lover	Madchen Amick	2005-07-08 07:16:41.146	2005-07-08 07:51:17.553
NKz10	T:Dream Lover	Bess Armstrong	2005-07-08 05:58:36.348	2005-07-08 07:01:31.976
NLB11	T:Your Friends and Neighbors	Amy Brenneman	2005-07-08 04:59:38.908	2005-07-08 05:53:27.248
NLl97	T:The Human Interest Story	Arthur Hill	2005-07-07 17:43:52.483	2005-07-07 18:53:06.355
NLl99	T:Anniversary Gift	Barbara Baxley	2005-07-08 06:42:18.867	2005-07-08 07:28:47.466
NLl102	T:The Day of the Bullet	Barry Gordon	2005-07-08 08:07:23.759	2005-07-08 09:36:01.3
NLl106	T:Oh Youth, oh Beauty	Maurice Manson	2005-07-07 17:15:41.501	2005-07-07 17:53:32.443
NLl107	T:Incident in a Small Jail	Myron Healey	2005-07-08 06:15:11.787	2005-07-08 06:22:45.198
NlM10	T:Pain of Love	Bithe Neumann	2005-07-08 12:06:50.446	2005-07-08 13:01:51.729
NML1	T:Monkey Business	Zeppo Marx	2005-07-07 21:13:09.744	2005-07-07 22:31:39.25
